artist_id,artist_name,genres,popularity
0qB0cTENhSUc0feov5qbg0,Helmet,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-hardcore', 'rap rock', 'rock']",56
1dip2dCkBIylIFyDfZQfFu,Gun,"['hard rock', 'modern hard rock']",40
3vbKDsSS70ZX9D2OcvbZmS,Beck,"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']",69
3pHeBYl1yujXcZqqfF1UyQ,Blues Traveler,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",61
7enBrBojgBJuPPdqTq4Z5F,Citizen Cope,[],58
2PSiyldxmJze7xiqbz658m,Spin Doctors,"['alternative rock', 'pop rock', 'rock']",62
2ziB7fzrXBoh1HUPS6sVFn,Audioslave,"['alternative metal', 'alternative rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",71
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",73
6olE6TJLqED3rqDCT0FyPh,Nirvana,"['alternative rock', 'grunge', 'permanent wave', 'rock']",84
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,"['emo', 'modern rock', 'rock']",82
3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,"['modern rock', 'pop punk', 'pop rock', 'rock']",71
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,['modern rock'],82
5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,"['baroque pop', 'indie rock', 'modern rock', 'rock']",70
0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",65
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",74
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']",79
0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,"['alternative metal', 'modern rock', 'post-grunge', 'rock']",71
5PokPZn11xzZXyXSfnvIM3,Lifehouse,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",68
3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,"['alternative rock', 'emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']",71
7fTcs8dn9y6XuB2IqZMzBq,SR-71,['pop punk'],51
19zqV9DV3txjMUjHvltl2D,Motion City Soundtrack,"['emo', 'pop punk']",57
46gyXjRIvN1NL1eCB8GBxo,All Time Low,"['modern rock', 'pop punk', 'rock']",75
3nJWBJvK7uGvfp4iZh9CkN,Relient K,"['canadian ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'pop punk']",61
4ghjRm4M2vChDfTUycx0Ce,New Found Glory,"['easycore', 'emo', 'pop punk', 'punk', 'skate punk']",63
1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,"['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']",60
0epOFNiUfyON9EYx7Tpr6V,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",79
09J4zbHHwNNlN2tfgJIg21,Anarbor,"['modern rock', 'neon pop punk', 'pop emo', 'pop punk']",61
0C0XlULifJtAgn6ZNCW2eu,The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",81
4XlcLj6bxCnpBIOHmBpIWP,American Hi-Fi,['pop punk'],54
1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus,"['pop punk', 'pop rock', 'screamo']",66
3NChzMpu9exTlNPiqUQ2DE,Thrice,"['post-hardcore', 'screamo']",60
5mgr0FFpvy267wKVAYg8qp,Lit,"['alternative rock', 'pop punk', 'pop rock', 'socal pop punk']",61
4mYFgEjpQT4IKOrjOUKyXu,Wheatus,['pop rock'],63
5aYyPjAsLj7UzANzdupwnS,Good Charlotte,"['alternative metal', 'pop punk', 'rock']",70
7AsPubxWM5tfW4hTZEL3aP,Cute Is What We Aim For,"['neon pop punk', 'pixie', 'pop emo', 'pop punk']",51
2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,"['modern rock', 'pop punk', 'rock', 'uk pop punk']",68
3E3xrZtBU5ORqcmX78v5YZ,The Starting Line,"['emo', 'neon pop punk', 'philly indie', 'pop emo', 'pop punk', 'screamo']",52
6wQMF27xWhSyJFnO9L5mQk,Cartel,"['atlanta punk', 'emo', 'neon pop punk', 'pop emo', 'pop punk']",52
4NiJW4q9ichVqL1aUsgGAN,A Day To Remember,"['metalcore', 'pop punk', 'screamo']",74
74XFHRwlV6OrjEM0A2NCMF,Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']",81
71h7GTahhKcSkQ1ayhTvOD,Something Corporate,"['emo', 'neon pop punk', 'piano rock', 'pop emo', 'pop punk']",50
55VydwMyCuGcavwPuhutPL,The Used,"['post-hardcore', 'rock', 'screamo']",67
24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,"['emo', 'pop punk']",66
04RtvnUz0XrUbUZzOA8ZoW,Sugarcult,"['emo', 'neon pop punk', 'pop punk', 'punk', 'screamo']",57
51J0q8S7W3kIEYHQi3EPqk,Bayside,"['alternative emo', 'emo', 'pop punk', 'post-hardcore', 'screamo']",55
6TZdvF1kFzwnQLgHQynzsO,Alien Ant Farm,"['alternative metal', 'alternative rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",65
7E41j1yL9ZeTWfqe9bUGgw,Letters To Cleo,"['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']",48
2C2sVVXanbOpymYBMpsi89,The Cab,"['modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop', 'vegas indie']",64
3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,"['neon pop punk', 'pop emo', 'pop punk', 'rock']",67
6Wr3hh341P84m3EI8qdn9O,Rise Against,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']",74
1tjsxXugls5CwUxSlsDgKB,Straylight Run,"['emo', 'piano rock', 'screamo']",41
6oFs3qk4VepIVFdoD4jmsy,PVRIS,"['modern alternative rock', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",70
3ImqpXKKgkH5VydfgX1hd4,Say Anything,"['emo', 'neon pop punk', 'pop punk', 'screamo']",54
0c4fpXIFPFNve1CxmGgXQf,Gob,"['canadian pop punk', 'canadian punk', 'pop punk', 'punk', 'skate punk', 'vancouver punk']",46
3lDpdwM8KILepMHqBWUhIA,The Struts,"['glam rock', 'modern alternative rock', 'modern rock']",63
3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,"['bow pop', 'pop punk', 'rock', 'socal pop punk']",66
7oPftvlwr6VrsViSDV7fJY,Green Day,"['permanent wave', 'punk']",83
4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",58
5sTzirFL1wjNa3GuSiUHsy,Stuck in the Sound,"['french rock', 'rock independant francais']",51
3Hog7RVQ1lAv1crdfiJPLq,Superbus,"['french pop', 'french rock', 'variete francaise']",48
3r6Sk3pYxdJk7MekhBGgMR,Blood Red Shoes,"['alternative dance', 'brighton indie', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave']",50
0LbLWjaweRbO4FDKYlbfNt,Kaiser Chiefs,"['alternative rock', 'modern rock', 'rock']",64
3T55D3LMiygE9eSKFpiAye,Badflower,"['modern alternative rock', 'modern rock', 'post-grunge', 'rock']",62
3bXhZFreBJF4QDUUiMmtZW,Reel Big Fish,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",58
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",81
19HgKsSbdKYlYmitK3Y8uP,In Fear And Faith,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo']",38
1qqdO7xMptucPDMopsOdkr,State Champs,"['anthem emo', 'pixie', 'pop punk']",61
2Dr2zHoPEuASW1kOODc5I2,Carousel Kings,"['anthem emo', 'easycore', 'pop punk']",37
1PAi6SNPtaiFqTRiTfecFr,Save Ferris,"['modern ska punk', 'ska', 'ska punk']",44
5vV4gEs3O35SdrdwhvhYwe,Homesafe,"['alternative emo', 'anthem emo', 'chicago pop punk', 'easycore', 'pop punk']",32
2QwJQuBekTA4qF7N7uLHDP,Veruca Salt,"['alternative pop', 'alternative rock', 'grunge', 'lilith', 'riot grrrl']",49
06YQ6XwCdPUn8rAXV70gge,Republica,"['candy pop', 'new wave pop']",46
19I4tYiChJoxEO5EuviXpz,AFI,"['emo', 'pop punk', 'punk', 'screamo', 'skate punk']",65
6Nwc4urCR2Qdx302j2XIlv,Stroke 9,['pop rock'],41
4UuoJfJ9UybJft7a8E6UHX,Better Than Ezra,"['alternative rock', 'pop rock', 'post-grunge']",54
6ok7bEDf9CZ0448D59AaNL,Ludo,['tulsa indie'],48
6Xq9CIMYWK4RCrMVtfEOM0,Grayscale,"['anthem emo', 'pop punk']",54
1pgtr4nhBQjp9oCUBPyYWh,Fountains Of Wayne,"['alternative rock', 'pop rock', 'power pop']",63
0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",81
4frytKnOBrer4QVPWynGtX,Forever The Sickest Kids,"['electropowerpop', 'neon pop punk', 'pop emo', 'pop punk', 'texas pop punk']",57
6dHr8Y0nPrnHiBOuJzuu8F,Isles & Glaciers,"['metalcore', 'progressive post-hardcore']",40
3RbyaF3Pq6iDUKNp04AIcU,New Politics,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",55
6meTcQ79DrfkIuSLPZkpBg,The Story So Far,"['alternative emo', 'anthem emo', 'emo', 'pop punk', 'rock']",63
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,"['ohio hip hop', 'pop rap']",86
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,"['british indie rock', 'modern rock', 'pop', 'rock']",76
4exLIFE8sISLr28sqG1qNX,Travis Barker,['rap rock'],80
2RTUTCvo6onsAnheUk3aL9,3 Doors Down,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",74
7MHvsuTLg2450NDMNafKVc,Free Energy,['philly indie'],25
5cCgzhFyRJVydeO23BqgLG,Matchbook Romance,"['emo', 'pop punk', 'post-hardcore', 'screamo']",47
5fuQrhMRYMtoO9uOlFad4P,The Fall of Troy,"['post-hardcore', 'progressive post-hardcore', 'screamo', 'swancore']",50
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,"['emo', 'pop punk', 'rock']",81
0niJkG4tKkne3zwr7I8n9n,Finger Eleven,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",64
6FBDaR13swtiWwGhX1WQsP,blink-182,"['pop punk', 'punk', 'rock', 'socal pop punk']",80
0SHJWEBfbcjkE8bGiSTykk,Robert Smith ,[],43
0qT79UgT5tY4yudH9VfsdT,Sum 41,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk', 'rock']",74
12Chz98pHFMPJEknJQMWvI,Muse,"['modern rock', 'permanent wave', 'rock']",80
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,"['irish rock', 'pop rock', 'rock']",76
2EYidR98SsS1xtRwavAmW1,Davey Vonbohlen,[],39
3LC8PXXgk7YtAIobtjSdNi,The Ataris,"['emo', 'pop punk', 'punk', 'screamo', 'skate punk']",55
0UREuWUT6wPZoL1Gglwmm0,The Pink Spiders,[],32
6SiyKSeJo6gcsS2NvuAbsl,zebrahead,"['funk metal', 'pop punk', 'punk', 'rap rock', 'skate punk']",62
0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,"['alternative dance', 'alternative rock', 'dance rock', 'modern rock', 'new rave', 'rock', 'scottish rock']",70
7MhMgCo0Bl0Kukl93PZbYS,Blur,"['alternative rock', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",72
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",75
6GfiCQDFYANz5wUkSmb3Dr,Thousand Foot Krutch,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'nu metal', 'rap metal']",69
0DK7FqcaL3ks9TfFn9y1sD,Box Car Racer,"['pop punk', 'punk', 'skate punk']",53
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",82
7sVQKNtdP2NylxMgbNOJMM,Goldfinger,"['pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",61
3IJ770I1QPmwVp7yug0eJ4,Lustra,[],58
0cQbJU1aAzvbEmTuljWLlF,No Doubt,"['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']",70
0EdvGhlC1FkGItLOWQzG4J,Sublime,"['alternative rock', 'reggae fusion', 'ska mexicano', 'ska punk']",73
41Q0HrwWBtuUkJc7C1Rp6K,311,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock']",66
694QW15WkebjcrWgQHzRYF,Everclear,"['alternative metal', 'alternative rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",64
4EasYyQ8WcUJYIxqe0dRqY,Home Grown,"['emo', 'pop punk', 'skate punk', 'socal pop punk']",32
1FGH4Bh7g9W6V4fUcKZWp5,Descendents,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",57
16nn7kCHPWIB6uK09GQCNI,Social Distortion,"['punk', ""punk 'n' roll"", 'skate punk', 'socal pop punk']",60
2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']",75
1ST6hERy8rGdwUaNAZxfG9,Skating Polly,"['bubblegrunge', 'indie punk', 'ok indie', 'okc indie', 'riot grrrl']",39
115KcJpRFQWDqnZkqruT1k,Hushpuppies,"['french garage rock', 'french rock', 'rock independant francais']",36
2yJwXpWAQOOl5XFzbCxLs9,Bad Religion,"['punk', 'skate punk', 'socal pop punk']",65
168dgYui7ExaU612eooDF1,Brand New,"['emo', 'screamo']",63
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",88
0H0OkFxp022WOyKlt3HmlA,LOLO,[],54
2Z7UcsdweVlRbAk5wH5fsf,The Last Shadow Puppets,"['alternative rock', 'baroque pop', 'indie rock', 'modern rock', 'rock', 'sheffield indie']",64
1ctkBmvz80MGyi72Ix055S,Alex Turner,"['modern rock', 'rock', 'sheffield indie']",67
3M0H4efyA5YcijrKlaKbYn,Miles Kane,"['baroque pop', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']",65
6pmxr66tMAePxzOLfjGNcX,Beirut,"['albuquerque indie', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'stomp and holler']",65
5P5FTygHyx2G57oszR3Wot,Daughtry,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",68
4kDmwaDsfY9hcvz7K0otLJ,Syd Matters,"['folktronica', 'french indie folk']",50
2eam0iDomRHGBypaDQLwWI,Bleachers,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock']",67
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,"['modern rock', 'punk blues', 'rock']",78
4j56EQDQu5XnL7R3E9iFJT,Young the Giant,"['modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",70
1oJolWh3meHLWUcyIijst7,Black Kids,"['alternative dance', 'dance-punk', 'jacksonville indie', 'new rave']",43
3hozsZ9hqNq7CoBGYNlFTz,OK Go,"['alternative rock', 'chicago indie', 'indie rock', 'modern alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']",60
5ictveRyhWRs8Gt8Dvt1hS,The Front Bottoms,"['asbury park indie', 'emo', 'modern rock', 'new jersey indie']",67
1gUch6pcj8OKOw6kKlWAPE,Nico Vega,['indie rock'],43
5PbpKlxQE0Ktl5lcNABoFf,Car Seat Headrest,"['alternative rock', 'indie pop', 'indie rock']",65
536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,"['indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']",72
4rGrN4XDYhP6dUAZMvcuHr,Caesars,['swedish indie rock'],57
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop']",75
3M4ThdJR28z9eSMcQHAZ5G,The Fratellis,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",65
7FPkZue0zzjHaOPJb4WCw3,The Pigeon Detectives,"['indie rock', 'leeds indie', 'modern rock', 'new rave', 'rock']",50
3jiOHVFdVQjbSDVeC7RgY7,Wir Sind Helden,"['german indie', 'german pop', 'german pop rock', 'german rock', 'liedermacher']",55
7D8LuVnlyu91ndcPe70j7S,Jade Bird,"['folk-pop', 'indie folk', 'indie pop', 'new americana', 'uk americana']",56
1MPcILKoMCJym9KscdYxuM,White Town,['derby indie'],52
